id,associated_fire,event_id,latitude,longitude,utc_offset,source,type,date_time,event_name,fccs_number,fuelbed_fractions,heat,pm2.5,pm10,co,co2,ch4,nh3,so2,voc,nox,consumption_total,consumption_flaming,consumption_smoldering,consumption_residual,area,elevation,slope,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,canopy_consumption_pct,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,state,county,country
fb644003,,,49.935,-119.67,-07:00,,RX,20250414,Scenario Id 168db009caada7,67,67 1.0,673329413393.8748,673.0332096751566,937.6418951138023,4648.889630174613,67635.79711950303,233.7406685609591,48.446064417206586,52.9349012777752,1199.0927842422338,60.81240303324878,42083.08833711716,31195.91387108915,6851.553573489673,4035.620892538353,4942.0,,,,,,,,,,,,,,,,,,,,,,,,,,
