id,associated_fire,event_id,latitude,longitude,utc_offset,source,type,date_time,event_name,fccs_number,fuelbed_fractions,heat,pm2.5,pm10,co,co2,ch4,nh3,so2,voc,nox,consumption_total,consumption_flaming,consumption_smoldering,consumption_residual,area,elevation,slope,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,canopy_consumption_pct,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,state,county,country
a8e19529,,,49.935,-119.67,-07:00,,RX,20250416,Scenario Id 168e5627ab583f,101,101 1.0,517628682754.3181,404.02488185625526,855.1282630986497,3205.7940736317146,52690.223511036376,120.98767859108266,29.923167213252736,5.486459492676777,820.4667908758253,37.88772907602863,32351.79267214488,22046.43954201683,7195.427094918625,3109.926035209427,4942.0,,,,,,,,,,,,,,,,,,,,,,,,,,
